Income_per_month,Age,Rent_per_month,Loan_Repayment_per_month,Insurance_premium,Healthcare_cost_per_month,Education_cost_per_month,Desired_Savings_per_month,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Dependents_4,Occupation_Professional,Occupation_Retired,Occupation_Self_Employed,Occupation_Student,Risk_Tolerance
85993,21,25798,6094,2651,3598,7126,9670,0,0,0,0,1,0,0,1,0,0.07732376007602526
2927,58,439,0,93,96,230,220,0,0,0,1,0,0,0,1,0,0.0006785135395194458
11279,42,2255,1816,229,340,595,648,0,0,1,0,0,0,0,1,0,0.006521269018714674
14421,34,4326,0,299,690,1328,1327,0,0,0,0,1,0,0,1,0,0.008953601180851634
15571,64,3114,0,773,553,928,1294,0,0,0,0,1,0,0,0,1,0.007635261277311658
39260,25,5889,0,913,1313,2406,2716,0,0,1,0,0,0,1,0,0,0.02471118535521771
37834,62,11350,5699,1024,1721,3051,2307,0,1,0,0,0,0,0,0,1,0.03268570340228909
41115,18,8223,0,993,1695,2217,5206,0,0,0,0,1,0,0,1,0,0.029468715962725402
48330,19,9666,0,1711,1787,0,6376,1,0,0,0,0,0,0,1,0,0.032894018962667866
14028,27,4208,1776,590,566,1039,810,0,0,0,0,1,0,0,1,0,0.009549780475078515
11320,44,1698,0,252,370,934,790,0,0,1,0,0,0,0,0,1,0.004871608176286547
41192,44,8238,2908,1548,1947,3249,4398,0,0,0,1,0,0,1,0,0,0.03290195479353944
18119,30,5435,0,554,634,1208,929,0,0,1,0,0,0,1,0,0,0.009111325819424136
8540,28,1281,581,296,361,650,627,0,0,1,0,0,0,0,0,1,0.004059177490809316
65253,31,13050,9882,1825,2853,0,6886,1,0,0,0,0,1,0,0,0,0.05997504181190891
91586,49,13737,16336,4204,2968,4609,11242,0,1,0,0,0,1,0,0,0,0.08377856651119052
104263,33,20852,0,3500,3142,0,24556,1,0,0,0,0,0,1,0,0,0.0966494922060221
34841,46,6968,0,864,1440,0,2790,1,0,0,0,0,1,0,0,0,0.021735248778378034
49498,55,9899,0,2165,1891,3112,7407,0,0,0,0,1,0,0,0,1,0.03744620994637362
89755,51,17951,0,3819,4468,5327,10917,0,0,0,1,0,0,1,0,0,0.0770519578686739
17958,43,5387,2425,620,750,1372,1232,0,0,1,0,0,0,1,0,0,0.01173907781677357
72947,22,10942,8690,3038,3499,0,9796,1,0,0,0,0,0,0,0,1,0.06903180879409097
37394,36,11218,0,1423,1474,0,2566,1,0,0,0,0,0,0,0,1,0.025865848747031503
62312,56,12462,0,1554,2640,5903,8737,0,1,0,0,0,0,0,0,1,0.05966752836563547
34815,45,10444,4456,1740,1408,2543,2431,0,1,0,0,0,0,0,1,0,0.030471606589120372
84622,45,12693,0,3653,3002,6780,11019,0,0,0,1,0,1,0,0,0,0.07136891098576907
35874,34,7174,0,1434,1263,2195,1955,0,0,1,0,0,1,0,0,0,0.02369143108822065
9152,54,1372,672,411,430,0,563,1,0,0,0,0,0,1,0,0,0.0037824153891632263
95845,61,19169,0,4585,4166,5860,14240,0,0,0,0,1,1,0,0,0,0.0838549488833294
14057,36,2108,0,524,612,1219,744,0,1,0,0,0,0,1,0,0,0.006232603170761224
81748,44,16349,0,3078,3416,0,12105,1,0,0,0,0,0,1,0,0,0.06753788863251746
27910,29,5582,0,577,1033,2106,2636,0,0,0,0,1,0,0,1,0,0.01937632305180312
76861,20,15372,0,2493,3077,0,11478,1,0,0,0,0,0,1,0,0,0.06327634745448305
74366,21,22310,4298,2622,2745,5452,7639,0,0,0,1,0,0,0,1,0,0.06557079455522644
42322,64,8464,0,1143,1489,3107,5500,0,0,0,1,0,1,0,0,0,0.031235430310509224
45061,64,6759,7856,1387,1891,2317,6705,0,0,0,0,1,0,0,1,0,0.0373966110034263
42068,28,8413,0,1303,1368,2395,4208,0,1,0,0,0,0,0,0,1,0.02925048061375716
5990,51,898,1060,185,228,574,591,0,0,0,1,0,0,0,1,0,0.00341240727477616
32978,35,9893,5374,1605,1611,1722,553,0,1,0,0,0,0,1,0,0,0.026841955944234917
12284,52,2456,0,462,606,1059,1165,0,0,0,0,1,1,0,0,0,0.006415127280807392
34403,35,10320,5702,1012,1427,3075,1110,0,0,0,0,1,0,1,0,0,0.02929710362012765
12023,63,2404,987,350,560,0,844,1,0,0,0,0,1,0,0,0,0.005912193999321486
11625,23,2325,770,527,391,1020,1073,0,0,0,0,1,0,1,0,0,0.0065490444267651765
108325,51,21665,0,4252,5128,0,17571,1,0,0,0,0,0,0,1,0,0.0957567112329702
70580,50,21174,5222,3213,2737,5326,8791,0,1,0,0,0,0,1,0,0,0.06399454014836035
29900,25,8970,0,1175,1276,0,2039,1,0,0,0,0,0,0,0,1,0.020611336731191584
34778,59,6955,0,1649,1080,2031,3024,0,1,0,0,0,0,0,0,1,0.023807492614717395
24602,37,4920,3587,788,918,2091,2061,0,0,0,1,0,1,0,0,0,0.02117180478649639
47327,37,14198,0,2142,1701,2727,5687,0,1,0,0,0,1,0,0,0,0.033996107474957495
17467,60,3493,0,441,628,1440,1184,0,0,1,0,0,0,0,1,0,0.008743301662754964
66432,35,13286,0,2662,2175,0,7562,1,0,0,0,0,0,1,0,0,0.054164029656199965
24501,44,7350,2685,757,1066,2280,1846,0,0,0,1,0,0,0,0,1,0.021147005315022727
21441,22,4288,1122,766,885,1232,1635,0,1,0,0,0,0,0,1,0,0.01597284358675748
30525,24,6105,5878,1285,1260,2620,2368,0,0,0,0,1,1,0,0,0,0.02560495830712856
18695,39,5608,0,690,652,0,1594,1,0,0,0,0,0,0,1,0,0.008890114533879053
39022,51,7804,0,1635,1323,3416,2894,0,1,0,0,0,1,0,0,0,0.027416311703564972
19517,60,5855,0,411,760,1399,983,0,0,0,1,0,1,0,0,0,0.009994187003886573
43641,30,8728,0,1396,1545,4226,4968,0,0,0,0,1,0,0,1,0,0.03259146541068917
79360,49,15872,6709,3858,2450,0,10774,1,0,0,0,0,0,1,0,0,0.06900502536489943
16873,41,2531,854,723,766,1396,1000,0,0,0,1,0,0,0,1,0,0.008476459349698338
27024,33,5404,0,932,937,2346,2083,0,0,0,0,1,1,0,0,0,0.018573812154915353
43391,31,13017,0,1790,2165,4125,5249,0,0,1,0,0,0,0,0,1,0.033076543072714036
21168,56,3175,2277,440,898,1345,1633,0,0,0,0,1,0,1,0,0,0.015979787438770106
43495,24,8699,0,1251,2037,0,4724,1,0,0,0,0,0,1,0,0,0.028918167696010064
46782,61,14034,0,2203,1896,2601,6671,0,0,1,0,0,0,0,0,1,0.03466271726816958
71364,29,21409,0,2490,3455,4462,7299,0,1,0,0,0,0,1,0,0,0.06026073172328551
18474,37,5542,1513,897,620,1419,1737,0,0,1,0,0,1,0,0,0,0.011533738192971632
14111,50,2116,1486,394,503,755,941,0,0,1,0,0,0,0,1,0,0.007231525881720408
23456,23,4691,0,1056,785,1875,1546,0,0,1,0,0,1,0,0,0,0.016776346462504192
13832,57,2766,2638,284,642,1232,867,0,0,0,0,1,0,1,0,0,0.009252186817394547
47124,44,9424,0,948,1588,3950,6865,0,0,1,0,0,0,0,0,1,0.035623944782488794
11843,30,2368,1695,285,496,903,615,0,0,1,0,0,0,1,0,0,0.007015274490470059
193951,22,29092,28484,5400,8279,14725,37102,0,1,0,0,0,1,0,0,0,0.19083986882071569
84600,41,16920,15442,1800,3992,5440,9716,0,0,1,0,0,0,1,0,0,0.0813303626873104
30303,27,6060,2031,798,1017,2725,1571,0,0,0,0,1,0,1,0,0,0.022077481484714598
60046,63,18013,0,2773,2696,4038,8336,0,0,0,1,0,1,0,0,0,0.05727090744242059
8099,49,1619,0,384,269,617,707,0,0,0,1,0,0,1,0,0,0.0037228966576264328
225855,26,45171,0,5319,11287,14315,49304,0,0,0,0,1,1,0,0,0,0.2322768097166313
18709,52,5612,1216,551,890,1540,1806,0,0,0,0,1,0,0,0,1,0.011742053753350409
27243,61,5448,4857,1043,914,2314,2664,0,0,1,0,0,0,1,0,0,0.02371027868654063
6796,29,1359,0,270,302,580,357,0,0,0,0,1,0,0,0,1,0.0029084820144313086
44266,28,8853,3270,922,2157,3394,4611,0,0,1,0,0,0,0,1,0,0.03500594195336509
12380,53,2476,0,586,394,0,796,1,0,0,0,0,0,1,0,0,0.0050005654279496
32541,25,9762,5210,1067,1418,1896,1859,0,1,0,0,0,0,0,1,0,0.02745400690020494
19409,27,3881,0,645,931,1093,1764,0,1,0,0,0,0,0,0,1,0.009971371490130802
12667,31,2533,0,285,542,649,905,0,1,0,0,0,0,0,0,1,0.0058873945278478225
15763,47,3152,0,563,654,0,1234,1,0,0,0,0,1,0,0,0,0.006892269111960686
35939,18,10781,2923,1352,1104,2569,2317,0,1,0,0,0,0,0,1,0,0.029311983303011845
10761,29,3228,1304,362,432,756,908,0,0,1,0,0,0,0,1,0,0.007299972422987721
16480,22,3296,0,768,794,1435,1508,0,0,0,1,0,1,0,0,0,0.008834563717778047
50999,31,7649,0,1186,2431,3915,5890,0,1,0,0,0,0,0,1,0,0.0461557843279244
240610,53,48122,0,6145,9163,19530,50467,0,1,0,0,0,0,0,0,1,0.24770704086754503
43959,34,6593,0,1373,1723,3092,6050,0,0,1,0,0,0,0,0,1,0.03134553996385229
14402,39,2160,1552,551,533,1067,1422,0,0,1,0,0,0,0,0,1,0.008135218622220722
22365,48,4473,0,731,1064,2182,1541,0,1,0,0,0,0,0,0,1,0.01642518594643711
30767,43,6153,2016,1400,1117,2153,2239,0,0,0,0,1,0,1,0,0,0.022830393438655037
22683,30,6805,0,598,864,0,1685,1,0,0,0,0,1,0,0,0,0.01527250651234121
61783,20,12356,9311,1680,2316,4251,9033,0,0,0,1,0,0,1,0,0,0.06545374104987074
35700,60,7140,6362,1668,1527,1988,3090,0,0,0,1,0,0,1,0,0,0.029144338875849878
62021,28,18606,0,2111,1884,0,8064,1,0,0,0,0,0,0,1,0,0.053939842434078046
23327,22,6998,1514,922,863,1838,1332,0,1,0,0,0,1,0,0,0,0.018368472531113417
86625,55,17325,8977,2708,4290,5718,12229,0,1,0,0,0,0,1,0,0,0.08183230398993736
26259,21,5251,0,820,904,1539,1520,0,1,0,0,0,0,1,0,0,0.01689439194671883
13794,49,4138,748,335,457,997,1121,0,1,0,0,0,1,0,0,0,0.008642119819142414
171237,27,25685,0,7982,7414,10897,32478,0,1,0,0,0,0,0,0,1,0.15599462744249995
6967,27,1393,0,312,259,368,559,0,0,0,1,0,1,0,0,0,0.0029263376338923464
16613,61,4984,1418,599,613,1503,1462,0,1,0,0,0,1,0,0,0,0.011475211440293785
18166,35,3633,1617,384,760,1542,1690,0,0,1,0,0,1,0,0,0,0.011103219368188826
223149,64,44629,38507,5969,8357,13892,27599,0,0,0,0,1,0,0,0,1,0.23418636902010345
127317,40,38195,20729,3277,5875,7038,5739,0,1,0,0,0,1,0,0,0,0.12054328698146785
99120,35,19824,0,3578,4525,8056,14719,0,0,1,0,0,0,0,0,1,0.08797166114795761
23027,52,4605,0,569,808,1928,2195,0,0,0,1,0,0,1,0,0,0.01691819943933355
208959,20,41791,0,6891,9267,18408,47453,0,0,1,0,0,0,1,0,0,0.2194971460768228
40280,18,6042,7038,1040,1545,0,4484,1,0,0,0,0,0,0,0,1,0.029963713413339733
65562,34,13112,0,1874,2309,0,8114,1,0,0,0,0,0,0,1,0,0.0539537301381033
34638,59,10391,0,1005,1458,2247,2684,0,0,1,0,0,1,0,0,0,0.02617137823558704
28835,23,5767,0,773,1070,2110,1452,0,1,0,0,0,0,1,0,0,0.01886942185488143
24526,28,4905,1522,684,1173,2355,1992,0,1,0,0,0,0,1,0,0,0.019675900667204982
25367,31,5073,1774,624,1228,1701,1813,0,1,0,0,0,0,0,0,1,0.018680945871681582
48812,45,7321,0,2108,1584,3153,6591,0,0,1,0,0,0,0,1,0,0.03440381078598453
40243,56,12073,0,1979,1219,0,5070,1,0,0,0,0,0,0,1,0,0.02976333368383253
29254,53,4388,0,1271,1450,0,2504,1,0,0,0,0,0,0,1,0,0.018646226611618452
100365,28,15054,0,3110,3898,9190,21485,0,0,0,1,0,0,0,0,1,0.10132865648367302
2794,58,419,267,119,91,0,202,1,0,0,0,0,0,0,0,1,0.0006477621948921024
45110,57,9022,0,987,1610,0,4714,1,0,0,0,0,1,0,0,0,0.02911755544665832
53270,21,10654,0,1630,1808,5055,5461,0,0,0,0,1,0,1,0,0,0.04879643205044014
75096,23,22528,0,2395,2668,0,11225,1,0,0,0,0,0,1,0,0,0.059265776927762116
28482,55,5696,4604,580,1329,2186,2170,0,0,1,0,0,0,0,0,1,0.02370829472882274
35429,36,7085,0,1718,1312,1978,2474,0,1,0,0,0,0,1,0,0,0.023845187811357364
66019,48,13203,0,2240,2359,4426,9236,0,0,1,0,0,1,0,0,0,0.05936894272909256
98902,19,19780,5316,4909,3550,8548,14422,0,1,0,0,0,0,0,0,1,0.0911737689046371
23588,60,7076,1705,669,910,2203,1295,0,1,0,0,0,0,1,0,0,0.019007306916275002
37143,42,7428,0,1833,1381,3534,2073,0,0,0,1,0,0,0,1,0,0.025894616133940954
114899,58,17234,0,4411,4062,0,19020,1,0,0,0,0,0,0,0,1,0.10483331779233121
5484,28,1096,0,178,238,366,447,0,0,0,1,0,0,1,0,0,0.002232944411488702
17273,63,3454,0,776,554,1270,1610,0,1,0,0,0,0,1,0,0,0.008863331104687497
96918,57,19383,0,3513,4416,5368,10032,0,0,0,0,1,1,0,0,0,0.08122818886483892
71896,62,21568,0,3221,2810,4019,7720,0,0,0,0,1,1,0,0,0,0.060227996420940275
45565,59,13669,0,1602,1470,4393,6607,0,0,0,1,0,0,0,1,0,0.035001974037929304
20953,61,4190,0,682,925,1820,1980,0,0,0,1,0,0,0,1,0,0.015551252571705192
14816,38,4444,1846,566,603,0,1173,1,0,0,0,0,0,0,1,0,0.009407927498249157
18694,20,2804,0,798,599,1121,1671,0,0,0,1,0,1,0,0,0,0.008526058292645668
103503,19,15525,5547,2216,3647,6545,21582,0,0,0,1,0,0,1,0,0,0.10530649170804872
18145,28,3629,1189,582,700,1355,1083,0,0,1,0,0,0,0,0,1,0.00997236346898975
32535,41,6507,3182,815,1393,2630,2098,0,0,0,1,0,0,0,0,1,0.02502762661122166
16415,41,3283,1409,796,516,1422,933,0,0,0,1,0,1,0,0,0,0.009299801802623983
58875,38,11775,0,2894,2431,5100,7859,0,0,1,0,0,1,0,0,0,0.05601903012243003
19496,42,5848,2030,922,800,1834,1791,0,1,0,0,0,1,0,0,0,0.01299789898877675
27746,21,8324,0,981,1038,2188,2771,0,1,0,0,0,1,0,0,0,0.02144856688814248
7802,57,1560,1274,333,321,699,446,0,0,1,0,0,0,0,0,1,0.0046295653347035864
8252,60,1237,681,393,275,0,493,1,0,0,0,0,0,0,1,0,0.0032854339808310005
30184,64,9055,4342,1392,1199,2300,898,0,0,0,1,0,0,0,0,1,0.02569126046785691
10392,40,2078,1892,374,480,0,591,1,0,0,0,0,1,0,0,0,0.005812004134567884
161623,41,24243,15465,3954,6147,9552,24835,0,0,0,0,1,0,0,1,0,0.1532428780877822
5766,38,1729,0,272,191,0,436,1,0,0,0,0,0,0,0,1,0.0024858990205200745
15816,19,3163,0,705,584,863,924,0,0,0,1,0,1,0,0,0,0.007354531260229782
30403,40,4560,0,974,942,1970,2092,0,1,0,0,0,1,0,0,0,0.019910999656775313
22400,32,4480,0,759,707,1796,1887,0,0,0,1,0,0,1,0,0,0.016095848965266852
12402,43,3720,0,616,521,972,831,0,0,0,1,0,0,1,0,0,0.007131336016966807
13941,43,2788,0,530,522,699,1361,0,0,0,1,0,1,0,0,0,0.006826798507270213
13581,45,2716,779,340,663,0,795,1,0,0,0,0,0,0,0,1,0.006359576464706384
23850,43,4770,0,594,980,2116,1733,0,1,0,0,0,0,1,0,0,0.0173070551520406
142985,62,42895,20689,3138,4971,8668,21182,0,1,0,0,0,0,0,0,1,0.14336772854696922
31930,19,6386,0,1201,1401,0,2699,1,0,0,0,0,0,0,0,1,0.020329614735250762
77286,52,15457,0,1608,3497,0,9580,1,0,0,0,0,0,1,0,0,0.06426435839799383
45005,49,6750,0,2003,1726,0,5081,1,0,0,0,0,1,0,0,0,0.02842912211854941
73133,47,14626,0,2161,2984,6541,9211,0,0,0,0,1,0,1,0,0,0.06534065545995084
3193,63,638,503,96,147,226,272,0,0,0,0,1,0,0,0,1,0.0014463051763440819
23514,37,7054,0,1007,1006,1841,1566,0,0,0,1,0,0,0,1,0,0.017678055245286612
85362,30,12804,0,1977,3724,8046,12717,0,0,0,0,1,0,1,0,0,0.07406510952438582
18988,44,5696,2306,680,783,0,1361,1,0,0,0,0,0,0,1,0,0.010976246074243665
122876,40,36862,0,3821,5417,0,29847,1,0,0,0,0,1,0,0,0,0.11747311241302826
98328,33,29498,0,2264,3760,0,14628,1,0,0,0,0,0,1,0,0,0.07777808639342278
20612,48,3091,0,596,706,1249,1294,0,1,0,0,0,0,0,1,0,0.013109000620978766
20058,29,4011,2290,779,791,1053,1127,0,1,0,0,0,1,0,0,0,0.015526453100231527
13333,50,2000,0,531,603,758,726,0,0,0,0,1,0,0,0,1,0.005559049525536512
18129,55,5438,2935,431,606,1011,1279,0,0,1,0,0,1,0,0,0,0.011830339871796653
11191,62,2238,0,538,339,615,918,0,0,1,0,0,1,0,0,0,0.00515333017222737
42277,49,8455,0,1078,1513,0,4736,1,0,0,0,0,0,0,0,1,0.027756560452183644
9359,19,1871,0,373,318,892,727,0,1,0,0,0,1,0,0,0,0.004500608083040534
48627,40,9725,0,1447,2030,2434,5267,0,0,0,1,0,0,1,0,0,0.03437901131451086
49583,49,9916,0,2036,1605,3395,5399,0,0,0,0,1,1,0,0,0,0.03566263195798771
7942,32,1191,0,352,252,508,624,0,1,0,0,0,0,0,1,0,0.003124733405681658
103653,57,20730,0,2324,3227,0,18200,1,0,0,0,0,1,0,0,0,0.0915080657801021
45244,58,6786,5088,1986,1920,0,5616,1,0,0,0,0,0,0,1,0,0.0327263745355059
54650,57,10930,0,1291,1908,4974,6583,0,0,1,0,0,1,0,0,0,0.051731697494063006
16350,25,2452,0,581,494,0,1634,1,0,0,0,0,0,1,0,0,0.006601619306289344
49358,60,9871,0,1487,1847,0,6185,1,0,0,0,0,0,0,0,1,0.03326501905591388
73870,39,14774,0,2157,2448,4683,7988,0,0,0,1,0,0,0,0,1,0.06391220590306779
27724,55,8317,1405,681,1055,1904,2422,0,0,0,0,1,0,0,1,0,0.02211120876591878
148819,51,22322,0,5997,5245,14752,23443,0,0,0,1,0,1,0,0,0,0.14011701382620134
31076,18,9322,0,903,1420,2822,2673,0,0,1,0,0,1,0,0,0,0.024273722678422278
74725,27,22417,13710,2627,3379,4402,1964,0,1,0,0,0,0,1,0,0,0.0671361371946441
37924,57,7584,0,775,1738,1943,2190,0,0,1,0,0,1,0,0,0,0.024842126564598655
47923,33,9584,4216,1827,2076,0,7019,1,0,0,0,0,0,0,1,0,0.03731427675813373
7878,41,1575,0,317,359,688,610,0,0,0,0,1,0,0,1,0,0.0036921453129990893
40368,63,8073,0,882,1706,0,5140,1,0,0,0,0,0,1,0,0,0.0270334078640116
16663,41,3332,2353,599,765,1196,1409,0,0,0,0,1,0,0,1,0,0.010661788775957607
15242,31,2286,2030,631,495,1415,1379,0,0,0,0,1,0,0,1,0,0.009089502284527312
121083,43,24216,0,2935,5243,6267,27224,0,0,0,0,1,0,1,0,0,0.11586412270381694
25284,56,3792,0,538,1027,2145,1950,0,1,0,0,0,0,0,1,0,0.017253488293657485
13444,35,2688,0,346,433,1178,1266,0,0,1,0,0,0,0,1,0,0.006878381407935434
22508,37,6752,0,687,1038,1943,1987,0,1,0,0,0,0,0,0,1,0.017331854623514265
10599,58,2119,0,347,393,1041,808,0,1,0,0,0,0,1,0,0,0.00523963233295572
94472,53,28341,11996,2095,3973,7991,9873,0,1,0,0,0,0,0,0,1,0.08792603012044607
17195,41,2579,1495,849,623,1511,1392,0,0,0,1,0,1,0,0,0,0.009492245701259614
45816,43,9163,7378,1863,1726,2522,6570,0,0,0,1,0,0,1,0,0,0.03909091089450702
88773,46,17754,7715,2131,3400,5537,11406,0,0,0,1,0,1,0,0,0,0.08076295077999297
20107,39,6032,3837,883,690,1813,0,0,1,0,0,0,0,0,1,0,0.017124531041994434
45916,28,9183,0,1358,1921,0,5166,1,0,0,0,0,0,0,0,1,0.030538069172669793
13159,58,2631,1763,411,491,1216,1221,0,0,0,1,0,0,0,1,0,0.008398093019841561
212260,28,63678,0,4706,7789,18884,41387,0,0,0,1,0,0,0,0,1,0.2207391036082239
63453,20,9517,10501,2074,2113,4216,7790,0,1,0,0,0,0,0,0,1,0.06409671397083186
25715,38,5143,4157,574,806,1559,1691,0,0,1,0,0,0,0,0,1,0.020377229720480197
16166,28,4849,0,653,669,0,1149,1,0,0,0,0,0,0,0,1,0.00843578821648153
27385,25,5477,0,829,1028,2704,1552,0,0,0,0,1,0,0,1,0,0.018677969935104743
22855,48,6856,0,660,1142,1935,1625,0,0,0,0,1,0,0,1,0,0.01730407921546376
143101,27,28620,27939,5645,5523,0,27043,1,0,0,0,0,0,0,1,0,0.14352545318554172
11254,23,3376,0,457,452,587,691,0,1,0,0,0,0,0,0,1,0.006046111145279272
33416,34,6683,0,1308,1394,3162,2802,0,0,1,0,0,1,0,0,0,0.024072350970056125
29563,55,5912,0,1290,1301,1787,2160,0,0,1,0,0,0,0,1,0,0.020113363344000414
27310,24,4096,0,1069,1136,1754,2135,0,0,0,0,1,0,0,1,0,0.018507349571365937
27503,49,8250,3570,1329,1168,2135,2034,0,0,1,0,0,0,1,0,0,0.024199324264001287
27339,30,8201,0,1011,842,2486,2509,0,0,0,0,1,1,0,0,0,0.021268026735814207
60319,23,18095,0,2807,2394,4593,8227,0,0,0,1,0,0,0,1,0,0.05760718827560347
48831,20,14649,2844,2384,2150,3671,3853,0,1,0,0,0,0,0,1,0,0.03700973924843714
41943,44,8388,0,1044,2006,3416,5807,0,0,1,0,0,0,1,0,0,0.032019093609077
2648,62,529,0,106,107,162,138,0,1,0,0,0,0,0,0,1,0.000581299611342683
38131,59,11439,0,1513,1533,2696,2586,0,0,0,1,0,1,0,0,0,0.028815993873538566
7977,43,2393,504,367,258,0,490,1,0,0,0,0,1,0,0,0,0.0040869528988598195
50312,21,10062,0,1514,2395,0,5453,1,0,0,0,0,0,1,0,0,0.04359647887184228
97591,54,19518,0,3105,4741,0,13464,1,0,0,0,0,1,0,0,0,0.08051694002297423
14299,38,2859,0,306,455,945,807,0,0,0,0,1,0,0,1,0,0.006599635348571452
24331,45,3649,2522,1045,736,1484,1488,0,0,0,0,1,1,0,0,0,0.01799548848014951
18573,35,3714,0,519,843,0,1717,1,0,0,0,0,0,1,0,0,0.008546889848683546
80603,49,16120,8386,3858,3205,7116,8663,0,0,0,1,0,0,0,0,1,0.07689026531466561
32369,56,9710,0,1291,1315,3165,1817,0,0,0,0,1,0,1,0,0,0.0248004634525229
119565,50,23913,9876,3584,5696,0,20732,1,0,0,0,0,1,0,0,0,0.11325621028364644
41770,43,6265,0,1860,1785,4052,5086,0,1,0,0,0,0,1,0,0,0.03044283920221092
36421,34,5463,6878,1621,1267,0,1958,1,0,0,0,0,0,1,0,0,0.025598014455115933
31682,46,6336,3832,787,1424,0,2240,1,0,0,0,0,1,0,0,0,0.022951414859446514
57719,37,17315,0,2092,2223,3278,6685,0,1,0,0,0,0,0,0,1,0.052794106851994774
7471,47,1120,0,151,294,383,735,0,0,0,0,1,0,0,1,0,0.002968000745968102
32119,22,9635,0,973,1529,2113,1654,0,1,0,0,0,0,1,0,0,0.023470219802675565
28365,23,8509,0,1158,957,2465,1420,0,0,0,0,1,0,0,0,1,0.021040863577115446
53599,59,16079,9937,1602,2214,3196,2530,0,0,0,1,0,0,0,0,1,0.05275343571877796
25817,27,5163,0,620,837,1378,1879,0,0,0,0,1,0,1,0,0,0.016755514906466314
13068,23,2613,761,487,622,1101,976,0,0,1,0,0,1,0,0,0,0.007273188993796164
30176,27,9053,0,1473,1436,2429,3001,0,0,0,0,1,1,0,0,0,0.024038623688851943
12615,59,2523,0,408,623,1235,1023,0,0,1,0,0,0,1,0,0,0.00657681983481568
6430,38,1286,657,305,206,480,484,0,0,0,0,1,1,0,0,0,0.003296345748279413
53672,61,8050,0,2531,2636,4504,6093,0,1,0,0,0,1,0,0,0,0.049311269078233404
47676,21,9535,4955,1909,2161,3809,5812,0,0,0,0,1,0,0,0,1,0.04025648605376922
43591,30,6538,0,963,2139,0,5616,1,0,0,0,0,0,0,1,0,0.02806903379275181
85075,27,17015,4734,3370,3405,4388,9189,0,0,0,0,1,0,0,1,0,0.0778316532518059
17622,33,5286,2592,664,777,1621,804,0,1,0,0,0,1,0,0,0,0.011621032332558928
9547,36,2864,0,357,382,865,920,0,1,0,0,0,1,0,0,0,0.005630472003380664
28365,23,5673,0,855,868,1649,1484,0,0,0,0,1,0,1,0,0,0.01806195106369893
22718,43,3407,0,965,777,1707,1302,0,0,0,0,1,1,0,0,0,0.014746757717099533
15292,26,4587,1090,710,603,1170,834,0,0,0,0,1,0,1,0,0,0.009710481050227858
28143,63,4221,0,1132,1276,2470,2558,0,0,0,1,0,0,0,1,0,0.020110387407423574
18391,27,3678,1876,449,584,1603,1486,0,0,1,0,0,0,0,0,1,0.01114190654368774
6906,57,2071,1361,300,277,436,0,0,0,0,0,1,0,1,0,0,0.004311140120981742
21078,20,6323,3994,520,900,1564,273,0,0,0,0,1,0,0,0,1,0.018024255867058962
12086,36,3625,1078,531,496,755,1033,0,0,1,0,0,0,0,1,0,0.00790011963265039
36108,52,7221,3511,1380,1413,0,3196,1,0,0,0,0,0,0,0,1,0.026215025305380692
17749,63,3549,0,537,717,1462,919,0,0,0,1,0,0,0,1,0,0.008719494170140245
73003,23,14600,0,2700,3625,5060,8561,0,0,0,1,0,0,0,0,1,0.06437446805133688
108233,46,32470,0,4838,5191,0,23904,1,0,0,0,0,0,0,0,1,0.10245058457314157
51660,36,10332,0,1826,1679,4891,6798,0,0,1,0,0,1,0,0,0,0.04960886273591737
8674,61,1734,0,297,330,442,799,0,0,1,0,0,0,0,1,0,0.003911372640826279
100018,32,30005,0,2637,3085,6795,17988,0,1,0,0,0,0,1,0,0,0.09536686354140421
105823,55,15873,13867,3277,3926,9254,19060,0,0,1,0,0,0,0,1,0,0.11354686008931777
30454,38,9136,2828,1083,1054,1685,2119,0,0,0,1,0,1,0,0,0,0.024823278966278672
86447,61,17289,13732,2025,2818,7062,8967,0,1,0,0,0,0,1,0,0,0.0839422430229167
19295,56,5788,2606,798,630,1161,1300,0,0,0,0,1,1,0,0,0,0.01222018756336265
6740,40,2022,814,315,208,637,337,0,0,0,0,1,0,0,1,0,0.004169287144152383
16329,37,3265,0,713,785,875,1162,0,0,0,0,1,0,0,1,0,0.007955670448751397
119658,59,23931,0,4139,5690,9255,27548,0,1,0,0,0,1,0,0,0,0.11778360179587853
9100,19,2730,0,184,361,569,655,0,0,0,1,0,0,1,0,0,0.004883511922593906
29988,62,5997,5806,1010,960,1666,2769,0,0,1,0,0,0,0,1,0,0.024422519507264262
30830,49,6166,2547,731,1465,3040,2518,0,1,0,0,0,1,0,0,0,0.02434216921968959
19901,64,3980,3558,841,930,1346,1049,0,0,0,1,0,0,0,1,0,0.012941356193816797
21039,45,3155,3346,500,899,1426,1918,0,0,1,0,0,1,0,0,0,0.017201905392992264
31785,21,6357,2548,753,1450,0,1854,1,0,0,0,0,0,0,1,0,0.021532885091152938
19134,24,2870,1487,677,739,1285,1730,0,0,0,1,0,0,0,1,0,0.010314596175326311
9617,20,1923,1313,261,342,0,880,1,0,0,0,0,0,0,0,1,0.005122578827600026
35631,42,5344,2209,970,1350,2234,2311,0,0,0,0,1,0,1,0,0,0.024394744099213758
